,country,year,annual_co2_emmissions,health_spend_per_capita,life_expectancy,ozone_depleting_emissions,min_daily_ozone,mean_daily_ozone,population,pollution_deaths
889,Algeria,2015,0.44577,,62.26,1.77,101.0,117.2,914000.0,227.75
890,Algeria,2016,0.398138,,62.465,1.64,114.0,123.2,929000.0,237.27
891,Algeria,2017,0.379818,,,,131.0,141.8,944000.0,244.84
892,Algeria,1990,9.151666,,67.866,75.09,111.0,124.2,7133000.0,557.87
893,Algeria,1991,9.95262,,68.335,68.67,94.0,119.0,7270000.0,579.11
894,Algeria,1992,10.82234,,68.749,66.03,105.0,114.3,7408000.0,599.83
895,Algeria,1993,11.667179,,69.10300000000000,58.9,104.0,112.6,7546000.0,639.76
896,Algeria,1994,12.376794,,69.39700000000000,37.77,73.0,92.3,7684000.0,669.78
897,Algeria,1995,15.771363,237.60964369,69.637,31.27,,,7819000.0,709.08
898,Algeria,1996,17.197657,245.21625241,69.837,22.5,103.0,108.8,7953000.0,771.93
899,Algeria,1997,17.904569,278.4125132,70.017,20.73,99.0,108.8,8084000.0,835.3
900,Algeria,1998,18.248511,305.94947308,70.193,25.97,86.0,98.8,8214000.0,900.47
901,Algeria,1999,18.383925,339.68004655,70.374,22.1,97.0,102.9,8343000.0,953.3
902,Algeria,2000,19.593674,376.53224159,70.568,20.21,89.0,98.7,8471000.0,983.46
903,Algeria,2001,19.593789,365.87009161,70.775,15.97,91.0,100.9,8599000.0,1046.25
904,Algeria,2002,21.462419,400.43008615,70.99,12.5,131.0,157.4,8725000.0,1118.2
905,Algeria,2003,21.622666,383.57925763,71.207,13.1,91.0,108.7,8850000.0,1215.3
906,Algeria,2004,17.842524000000000,304.27949858,71.425,9.71,102.0,123.5,8974000.0,1337.01
907,Algeria,2005,17.904111,336.64438475,71.64400000000000,7.12,103.0,113.8,9097000.0,1434.3
908,Algeria,2006,19.086693,385.89104191,71.862,6.64,84.0,98.4,9219000.0,1550.47
909,Algeria,2007,19.950352,423.64115074,72.078,4.73,108.0,116.2,9339000.0,1605.86
910,Algeria,2008,20.269016,424.52786422,72.29,3.36,101.0,114.0,9458000.0,1664.7
911,Algeria,2009,19.813659,447.72871902,72.498,3.78,97.0,107.9,9577000.0,1727.72
912,Algeria,2010,20.574429,446.10696774,72.702,3.36,119.0,128.5,9695000.0,1802.2
913,Algeria,2011,21.319267,479.92989722,72.90100000000000,3.08,95.0,106.5,9813000.0,1890.48
914,Algeria,2012,21.493744,500.38073194,73.098,3.37,124.0,139.3,9931000.0,1942.5
915,Algeria,2013,21.049677,507.67586568,73.292,2.24,116.0,132.7,10048000.0,2045.14
916,Algeria,2014,21.645666,580.32840812,73.483,2.37,114.0,128.6,10165000.0,2095.42
917,Algeria,2015,23.487946,,73.673,1.77,101.0,117.2,10282000.0,2312.06
918,Algeria,2016,24.629076,,73.861,1.64,114.0,123.2,10398000.0,2299.67
919,Algeria,2017,24.255049,,,,131.0,141.8,10513000.0,2358.38
920,Algeria,1990,16.457767,,68.99,75.09,111.0,124.2,10231000.0,1372.03
921,Algeria,1991,16.157786000000000,,69.487,68.67,94.0,119.0,10472000.0,1545.61
922,Algeria,1992,21.959622,,69.956,66.03,105.0,114.3,10716000.0,1641.35
923,Algeria,1993,24.087389,,70.4,58.9,104.0,112.6,10961000.0,1713.76
924,Algeria,1994,13.538501,,70.82,37.77,73.0,92.3,11208000.0,1773.08
925,Algeria,1995,22.697911,191.45106056,71.217,31.27,,,11455000.0,1822.68
926,Algeria,1996,24.025485,213.76240478,71.594,22.5,103.0,108.8,11703000.0,1941.66
927,Algeria,1997,18.205056,220.81435893,71.953,20.73,99.0,108.8,11951000.0,1927.15
928,Algeria,1998,22.314743,217.54169903,72.297,25.97,86.0,98.8,12198000.0,2056.18
929,Algeria,1999,21.36502,219.72901825,72.624,22.1,97.0,102.9,12442000.0,2141.27
930,Algeria,2000,20.562589000000000,197.84120623,72.933,20.21,89.0,98.7,12681000.0,2155.23
931,Algeria,2001,22.939444,236.14250855,73.22,15.97,91.0,100.9,12915000.0,2144.71
932,Algeria,2002,24.753138,293.5757755,73.482,12.5,131.0,157.4,13143000.0,2375.88
933,Algeria,2003,26.747831,423.72719866,73.72,13.1,91.0,108.7,13370000.0,2521.29
934,Algeria,2004,28.785845,445.77807298,73.937,9.71,102.0,123.5,13596000.0,2657.82
935,Algeria,2005,29.970113,450.12004639,74.13600000000000,7.12,103.0,113.8,13826000.0,2799.06
936,Algeria,2006,28.894665000000000,475.04887316,74.322,6.64,84.0,98.4,14059000.0,2925.85
937,Algeria,2007,33.685054,496.6919434,74.501,4.73,108.0,116.2,14297000.0,3044.41
938,Algeria,2008,29.573044,504.92571703,74.678,3.36,101.0,114.0,14536000.0,3149.78
939,Algeria,2009,32.502623,495.57281303,74.859,3.78,97.0,107.9,14774000.0,3209.72
940,Algeria,2010,34.825406,540.82320613,75.046,3.36,119.0,128.5,15011000.0,3306.65
941,Algeria,2011,37.397988,587.19588864,75.244,3.08,95.0,106.5,15244000.0,3364.92
942,Algeria,2012,37.15275,678.10835017,75.449,3.37,124.0,139.3,15474000.0,3479.66
943,Algeria,2013,39.361859,797.40474946,75.661,2.24,116.0,132.7,15707000.0,3361.78
944,Algeria,2014,43.207759,1039.75658557,75.87900000000000,2.37,114.0,128.6,15952000.0,3219.37
945,Algeria,2015,40.639846,,76.102,1.77,101.0,117.2,16212000.0,3233.52
946,Algeria,2016,39.505077,,76.327,1.64,114.0,123.2,16491000.0,3331.08
947,Algeria,2017,39.237605,,,,131.0,141.8,16785000.0,3426.84
948,Algeria,1990,75.218919,,64.58,75.09,111.0,124.2,56134000.0,42230.21
949,Algeria,1991,77.29480700000000,,64.987,68.67,94.0,119.0,57425000.0,41910.08
950,Algeria,1992,79.93946,,65.40100000000000,66.03,105.0,114.3,58667000.0,40856.21
951,Algeria,1993,92.277583,,65.84,58.9,104.0,112.6,59881000.0,41045.81
952,Algeria,1994,84.55648600000000,,66.308,37.77,73.0,92.3,61096000.0,40615.39
953,Algeria,1995,94.888432,181.00787946,66.789,31.27,,,62334000.0,39239.76
954,Algeria,1996,93.567505,209.32875129,67.259,22.5,103.0,108.8,63602000.0,38890.42
955,Algeria,1997,107.511982,248.10334312,67.69,20.73,99.0,108.8,64892000.0,39360.41
956,Algeria,1998,121.465259,270.65642524,68.061,25.97,86.0,98.8,66200000.0,39337.75
957,Algeria,1999,124.49741000000000,301.8099862,68.368,22.1,97.0,102.9,67516000.0,39823.54
958,Algeria,2000,140.347603,324.74736687,68.613,20.21,89.0,98.7,68832000.0,39139.76
959,Algeria,2001,124.292775,359.83611087,68.807,15.97,91.0,100.9,70153000.0,41546.49
960,Algeria,2002,125.78145,389.68226137,68.972,12.5,131.0,157.4,71485000.0,42995.59
961,Algeria,2003,146.46205600000000,368.71756689,69.127,13.1,91.0,108.7,72826000.0,44467.89
962,Algeria,2004,149.14371600000000,363.03021008,69.282,9.71,102.0,123.5,74172000.0,45040.54
963,Algeria,2005,165.04171500000000,374.45213214,69.444,7.12,103.0,113.8,75524000.0,45519.41
964,American Samoa,2006,176.019518,413.68671245,69.618,6.64,84.0,98.4,76874000.0,46970.14
965,American Samoa,2007,185.905189,422.33595373,69.797,4.73,108.0,116.2,78232000.0,47282.51
966,American Samoa,2008,195.28541,441.45361796,69.98,3.36,101.0,114.0,79636000.0,48770.12
967,American Samoa,2009,202.709706,475.10315894,70.167,3.78,97.0,107.9,81135000.0,51062.13
968,American Samoa,2010,198.807706,474.81048105,70.357,3.36,119.0,128.5,82761000.0,52372.82
969,American Samoa,2011,211.037468,507.54714318,70.55,3.08,95.0,106.5,84529000.0,51815.31
970,American Samoa,2012,210.354927,542.45978488,70.742,3.37,124.0,139.3,86422000.0,53300.08
971,American Samoa,2013,206.867596,567.16992413,70.933,2.24,116.0,132.7,88405000.0,53645.3
972,American Samoa,2014,221.942269,594.11025159,71.12,2.37,114.0,128.6,90425000.0,54374.03
973,American Samoa,2015,219.304044,,71.304,1.77,101.0,117.2,92443000.0,59234.51
974,American Samoa,2016,233.515638,,71.484,1.64,114.0,123.2,94447000.0,59890.38
975,American Samoa,2017,250.240141,,,,131.0,141.8,96443000.0,60855.33
976,American Samoa,1990,2.474498,,63.99,75.09,111.0,124.2,5270000.0,624.18
977,American Samoa,1991,3.15318,,64.85,68.67,94.0,119.0,5342000.0,655.68
978,American Samoa,1992,3.316818,,65.609,66.03,105.0,114.3,5416000.0,713.28
979,American Samoa,1993,3.975271,,66.267,58.9,104.0,112.6,5490000.0,748.85
980,American Samoa,1994,4.513916,,66.818,37.77,73.0,92.3,5562000.0,803.65
981,American Samoa,1995,4.99821,267.31110503,67.27,31.27,,,5629000.0,792.08
982,American Samoa,1996,4.414696,325.70859649,67.64,22.5,103.0,108.8,5690000.0,838.73
983,American Samoa,1997,5.416592,370.83099153,67.958,20.73,99.0,108.8,5746000.0,868.48
984,American Samoa,1998,5.731667,396.17030952,68.253,25.97,86.0,98.8,5798000.0,915.69
985,American Samoa,1999,5.5871580000000000,400.42555715,68.541,22.1,97.0,102.9,5845000.0,948.16
986,American Samoa,2000,5.671879,416.07938954,68.834,20.21,89.0,98.7,5888000.0,971.59
987,American Samoa,2001,5.8581080000000000,422.41063178,69.135,15.97,91.0,100.9,5927000.0,1013.31
988,American Samoa,2002,6.07374,430.22283728,69.44,12.5,131.0,157.4,5962000.0,1055.42
989,American Samoa,2003,6.434282,430.28619668,69.743,13.1,91.0,108.7,5994000.0,1133.89
990,American Samoa,2004,6.253663,430.25650818,70.048,9.71,102.0,123.5,6024000.0,1230.64
991,American Samoa,2005,6.297972,451.48075267,70.357,7.12,103.0,113.8,6052000.0,1305.32
992,American Samoa,2006,6.716899000000000,447.47473231,70.668,6.64,84.0,98.4,6079000.0,1334.18
993,American Samoa,2007,6.845868000000000,449.78000159,70.98,4.73,108.0,116.2,6106000.0,1449.52
994,American Samoa,2008,6.404985,455.60604182,71.291,3.36,101.0,114.0,6132000.0,1444.89
995,American Samoa,2009,6.312649,487.52917351,71.59900000000000,3.78,97.0,107.9,6158000.0,1522.83
996,American Samoa,2010,6.317045000000000,504.73569543,71.902,3.36,119.0,128.5,6184000.0,1517.71
997,American Samoa,2011,6.500474,517.17539096,72.195,3.08,95.0,106.5,6211000.0,1676.28
998,American Samoa,2012,6.469105,526.71846129,72.479,3.37,124.0,139.3,6238000.0,1592.83
999,American Samoa,2013,6.093602,561.48145087,72.753,2.24,116.0,132.7,6266000.0,1684.05
1000,American Samoa,2014,6.147471,564.88546103,73.015,2.37,114.0,128.6,6295000.0,1720.22
1001,American Samoa,2015,6.715391,,73.267,1.77,101.0,117.2,6325000.0,1749.28
1002,American Samoa,2016,6.638447,,73.512,1.64,114.0,123.2,6356000.0,1715.83
1003,American Samoa,2017,6.015567,,,,131.0,141.8,6388000.0,1743.65
1004,American Samoa,2007,5.627904,748.53308651,54.858,4.73,108.0,116.2,822000.0,109.83
1005,American Samoa,2008,7.016560000000000,854.68331247,55.19,3.36,101.0,114.0,861000.0,112.07
1006,American Samoa,2009,6.752752,1768.67554616,55.543,3.78,97.0,107.9,902000.0,115.84
1007,American Samoa,2010,6.866336,1237.30323034,55.908,3.36,119.0,128.5,944000.0,117.83
1008,American Samoa,2011,8.881536,1103.40323668,56.265,3.08,95.0,106.5,987000.0,120.99
1009,American Samoa,2012,7.536848,1367.3934407,56.601000000000000,3.37,124.0,139.3,1031000.0,123.33
1010,American Samoa,2013,7.720048000000000,1196.14310514,56.905,2.24,116.0,132.7,1076000.0,123.95
1011,American Samoa,2014,7.306016,1163.41614673,57.18,2.37,114.0,128.6,1122000.0,132.78
1012,American Samoa,2015,6.433984,,57.434,1.77,101.0,117.2,1169000.0,153.13
1013,American Samoa,2016,6.206816000000000,,57.681,1.64,114.0,123.2,1215000.0,164.77
1014,American Samoa,2017,5.979648,,,,131.0,141.8,1262000.0,170.5
1015,American Samoa,1990,,,49.589,75.09,111.0,124.2,2259000.0,551.92
1016,American Samoa,1991,,,50.04,68.67,94.0,119.0,2266000.0,559.54
1017,American Samoa,1992,,,50.545,66.03,105.0,114.3,2258000.0,603.77
1018,American Samoa,1993,,,51.099,58.9,104.0,112.6,2239000.0,619.19
1019,American Samoa,1994,0.706833,,51.693000000000000,37.77,73.0,92.3,2218000.0,639.38
1020,American Samoa,1995,0.790409,51.09138134,52.31100000000000,31.27,,,2204000.0,653.99
1021,American Samoa,1996,0.8606660000000000,44.83989001,52.932,22.5,103.0,108.8,2196000.0,673.89
1022,American Samoa,1997,0.767683,56.19006703,53.539,20.73,99.0,108.8,2195000.0,683.54
1023,American Samoa,1998,0.585811,60.31917186,54.126000000000000,25.97,86.0,98.8,2206000.0,694.1
1024,American Samoa,1999,0.615095,66.52910658,54.693000000000000,22.1,97.0,102.9,2237000.0,690.35
1025,American Samoa,2000,0.6040760000000000,56.64506248,55.258,20.21,89.0,98.7,2292000.0,688.08
1026,American Samoa,2001,0.625989,54.2664003,55.847,15.97,91.0,100.9,2375000.0,724.98
1027,American Samoa,2002,0.60027,55.77824595,56.483,12.5,131.0,157.4,2481000.0,761.56
1028,American Samoa,2003,0.71012,46.50221267,57.174,13.1,91.0,108.7,2601000.0,787.28
1029,American Samoa,2004,0.765009,42.02964394,57.916,9.71,102.0,123.5,2720000.0,802.71
1030,American Samoa,2005,0.764938,40.76206719,58.691,7.12,103.0,113.8,2827000.0,809.47
1031,American Samoa,2006,0.5449350000000000,45.03224304,59.472,6.64,84.0,98.4,2918000.0,829.77
1032,American Samoa,2007,0.559353,45.70368588,60.23,4.73,108.0,116.2,2997000.0,841.57
1033,American Samoa,2008,0.405352,46.12307138,60.94,3.36,101.0,114.0,3063000.0,846.78
1034,Andean Latin America,2009,0.4969730000000000,42.341886,61.591,3.78,97.0,107.9,3120000.0,839.57
1035,Andean Latin America,2010,0.496996,42.10113652,62.181,3.36,119.0,128.5,3170000.0,833.8
1036,Andean Latin America,2011,0.56017,43.19398287,62.718,3.08,95.0,106.5,3214000.0,839.0
1037,Andean Latin America,2012,0.618429,44.79592593,63.22,3.37,124.0,139.3,3250000.0,858.43
1038,Andean Latin America,2013,0.63832,45.62915665,63.703,2.24,116.0,132.7,3281000.0,889.99
1039,Andean Latin America,2014,0.671706,51.0405941,64.17400000000000,2.37,114.0,128.6,3311000.0,848.33
1040,Andean Latin America,2015,0.652173,,64.63600000000000,1.77,101.0,117.2,3343000.0,928.59
1041,Andean Latin America,2016,0.659501,,65.092,1.64,114.0,123.2,3377000.0,923.39
1042,Andean Latin America,2017,0.688813,,,,131.0,141.8,3413000.0,928.14
1043,Andean Latin America,1990,36.907238,,69.4756097560976,75.09,111.0,124.2,1565000.0,581.48
1044,Andean Latin America,1991,33.901775,,69.37317073170730,68.67,94.0,119.0,1548000.0,601.36
1045,Andean Latin America,1992,24.370462,,68.8634146341464,66.03,105.0,114.3,1521000.0,600.52
1046,Andean Latin America,1993,18.910361,,67.909756097561,58.9,104.0,112.6,1488000.0,645.22
1047,Andean Latin America,1994,19.734049,,66.5,37.77,73.0,92.3,1457000.0,685.27
1048,Andean Latin America,1995,18.04883,396.93215947,67.54390243902440,31.27,,,1433000.0,640.79
1049,Andean Latin America,1996,18.759525,453.3089541,69.6121951219512,22.5,103.0,108.8,1418000.0,572.06
1050,Andean Latin America,1997,18.317275,492.20213754,69.80975609756100,20.73,99.0,108.8,1410000.0,562.12
1051,Andean Latin America,1998,16.817247000000000,467.4076785,69.3585365853659,25.97,86.0,98.8,1406000.0,585.11
1052,Andean Latin America,1999,15.653348,512.60874777,70.0634146341463,22.1,97.0,102.9,1404000.0,555.75
1053,Andean Latin America,2000,15.244188,511.03770093,70.41707317073170,20.21,89.0,98.7,1399000.0,552.3
1054,Andean Latin America,2001,15.576734,510.30228129,70.2585365853659,15.97,91.0,100.9,1392000.0,571.83
1055,Andean Latin America,2002,15.090487,570.7947863000000,70.9048780487805,12.5,131.0,157.4,1383000.0,561.38
1056,Andean Latin America,2003,16.937231,650.13938011,71.3170731707317,13.1,91.0,108.7,1373000.0,548.65
1057,Andean Latin America,2004,17.201013,749.68048577,71.909756097561,9.71,102.0,123.5,1364000.0,536.87
1058,Andean Latin America,2005,16.92162,823.8641548000000,72.5682926829268,7.12,103.0,113.8,1356000.0,525.96
1059,Andean Latin America,2006,16.208805000000000,957.16169373,72.6914634146341,6.64,84.0,98.4,1349000.0,524.44
1060,Andean Latin America,2007,19.838563,1113.43344617,72.81463414634150,4.73,108.0,116.2,1344000.0,525.46
1061,Andean Latin America,2008,17.668117000000000,1339.32423811,73.7707317073171,3.36,101.0,114.0,1340000.0,492.1
1062,Andorra,2009,14.339009,1383.63325647,74.8243902439024,3.78,97.0,107.9,1336000.0,470.71
1063,Andorra,2010,18.784961,1300.06840081,75.4292682926829,3.36,119.0,128.5,1332000.0,436.5
1064,Andorra,2011,18.855125,1356.0576791,76.2292682926829,3.08,95.0,106.5,1328000.0,424.86
1065,Andorra,2012,17.684975,1555.76599292,76.3268292682927,3.37,124.0,139.3,1323000.0,394.89
1066,Andorra,2013,19.551953,1660.09306244,77.14146341463410,2.24,116.0,132.7,1319000.0,371.76
1067,Andorra,2014,18.755949,1668.31346668,77.0341463414634,2.37,114.0,128.6,1316000.0,382.7
1068,Andorra,2015,15.813404,,77.590243902439,1.77,101.0,117.2,1315000.0,338.22
1069,Andorra,2016,17.37765,,77.7365853658537,1.64,114.0,123.2,1317000.0,337.66
1070,Andorra,2017,18.635872,,,,131.0,141.8,1319000.0,339.39
1071,Andorra,1990,2.985776,,47.1,75.09,111.0,124.2,47888000.0,11772.67
1072,Andorra,1991,2.9571400000000000,,47.505,68.67,94.0,119.0,49610000.0,12400.61
1073,Andorra,1992,2.937332,,47.912,66.03,105.0,114.3,51424000.0,12926.56
1074,Andorra,1993,2.994817,,48.346,58.9,104.0,112.6,53296000.0,13014.98
1075,Andorra,1994,2.196879,,48.812,37.77,73.0,92.3,55181000.0,12659.85
1076,Andorra,1995,2.505653,12.40728922,49.305,31.27,,,57048000.0,11564.68
1077,Andorra,1996,2.794653,13.58443697,49.81100000000000,22.5,103.0,108.8,58884000.0,10514.01
1078,Andorra,1997,2.979329,15.16155002,50.322,20.73,99.0,108.8,60697000.0,9517.23
1079,Andorra,1998,3.147406,16.76469257,50.836000000000000,25.97,86.0,98.8,62508000.0,8626.22
1080,Andorra,1999,3.094953,18.41877691,51.36600000000000,22.1,97.0,102.9,64343000.0,7778.11
1081,Andorra,2000,3.4637870000000000,21.41641274,51.94,20.21,89.0,98.7,66225000.0,7139.98
1082,Andorra,2001,4.263382,22.50991904,52.593,15.97,91.0,100.9,68159000.0,6797.22
1083,Andorra,2002,4.430488,25.01220334,53.347,12.5,131.0,157.4,70142000.0,6493.42
1084,Andorra,2003,4.871122,23.77366821,54.209,13.1,91.0,108.7,72171000.0,6252.6
1085,Andorra,2004,5.15862,24.6384633,55.172,9.71,102.0,123.5,74240000.0,6063.86
1086,Andorra,2005,4.955127,27.44203037,56.221,7.12,103.0,113.8,76346000.0,5982.01
1087,Andorra,2006,5.316941,32.42684174,57.333,6.64,84.0,98.4,78489000.0,6011.27
1088,Andorra,2007,5.839347,37.92213038,58.466,4.73,108.0,116.2,80674000.0,6133.25
1089,Andorra,2008,6.416361,38.0668298,59.58,3.36,101.0,114.0,82916000.0,6239.11
1090,Andorra,2009,6.454634,41.86599854,60.643,3.78,97.0,107.9,85234000.0,6347.18
1091,Andorra,2010,6.33711,72.30531157,61.625,3.36,119.0,128.5,87640000.0,6471.04
1092,Andorra,2011,7.402011,76.29493633,62.501000000000000,3.08,95.0,106.5,90140000.0,6630.32
1093,Andorra,2012,8.109942,72.46903911,63.275,3.37,124.0,139.3,92727000.0,6695.9
1094,Andorra,2013,9.7808,71.30421924,63.952,2.24,116.0,132.7,95386000.0,6768.0
1095,Andorra,2014,12.017394,72.96435215,64.535,2.37,114.0,128.6,98094000.0,6838.53
1096,Andorra,2015,12.693441,,65.03700000000000,1.77,101.0,117.2,100835000.0,7533.4
1097,Andorra,2016,14.432098000000000,,65.475,1.64,114.0,123.2,103603000.0,7786.15
1098,Andorra,2017,15.593586000000000,,,,131.0,141.8,106400000.0,8076.0
1099,Andorra,1999,0.7750230000000000,160.77657548,67.365,22.1,97.0,102.9,806000.0,167.07
1100,Andorra,2000,0.8335790000000000,197.70633721,67.553,20.21,89.0,98.7,811000.0,175.58
1101,Andorra,2001,1.045971,174.3041531,67.734,15.97,91.0,100.9,814000.0,180.84
1102,Andorra,2002,0.879452,193.42869723,67.91,12.5,131.0,157.4,815000.0,186.12
1103,Andorra,2003,1.036075,191.64305402,68.079,13.1,91.0,108.7,816000.0,195.16
1104,Andorra,2004,1.339983,222.67517491,68.243,9.71,102.0,123.5,818000.0,200.41
1105,Andorra,2005,1.081006,230.47418154,68.405,7.12,103.0,113.8,822000.0,210.78
1106,Andorra,2006,1.201373,255.53343104,68.569,6.64,84.0,98.4,828000.0,225.11
1107,Andorra,2007,1.14114,251.37151102,68.737,4.73,108.0,116.2,836000.0,241.55
1108,Andorra,2008,0.877758,252.13062485,68.90900000000000,3.36,101.0,114.0,845000.0,253.99
1109,Andorra,2009,0.77856,287.03170253,69.087,3.78,97.0,107.9,854000.0,257.81
1110,Andorra,2010,1.201245,294.21371269,69.267,3.36,119.0,128.5,860000.0,265.81
1111,Andorra,2011,1.067901,293.33712994,69.44800000000000,3.08,95.0,106.5,863000.0,283.97
1112,Andorra,2012,1.041075,309.72987717,69.625,3.37,124.0,139.3,865000.0,276.65
1113,Andorra,2013,1.31604,330.5986757,69.796,2.24,116.0,132.7,866000.0,274.14
1114,Andorra,2014,1.622823,364.05091816,69.96,2.37,114.0,128.6,866000.0,280.1
1115,Andorra,2015,2.130403,,70.117,1.77,101.0,117.2,869000.0,287.16
1116,Andorra,2016,2.018767,,70.26900000000000,1.64,114.0,123.2,872000.0,281.58
1117,Andorra,2017,2.037087,,,,131.0,141.8,877000.0,286.22
1118,Andorra,1990,56.971874,,74.8131707317073,75.09,111.0,124.2,4996000.0,1855.89
1119,Andorra,1991,55.23040400000000,,75.2275609756098,68.67,94.0,119.0,5019000.0,1815.72
1120,Andorra,1992,54.285526,,75.4553658536585,66.03,105.0,114.3,5045000.0,1814.79
1121,Andorra,1993,56.352553,,75.7051219512195,58.9,104.0,112.6,5072000.0,1790.41
1122,Andorra,1994,61.716202,,76.3956097560976,37.77,73.0,92.3,5097000.0,1687.08
1123,Andorra,1995,58.14544300000000,1480.08882908,76.409512195122,31.27,,,5119000.0,1693.27
1124,Andorra,1996,64.062409,1550.46608208,76.69341463414640,22.5,103.0,108.8,5137000.0,1667.23
1125,Andorra,1997,62.722992000000000,1617.52676183,76.87853658536590,20.73,99.0,108.8,5152000.0,1663.45
1126,Andorra,1998,59.373256000000000,1659.80548729,77.09073170731710,25.97,86.0,98.8,5164000.0,1642.23
1127,Andorra,1999,58.89477,1743.26398065,77.29121951219510,22.1,97.0,102.9,5176000.0,1613.45
1128,Andorra,2000,57.038247,1855.92763451,77.4658536585366,20.21,89.0,98.7,5188000.0,1580.95
1129,Andorra,2001,62.53620600000000,1974.28142342,77.9658536585366,15.97,91.0,100.9,5200000.0,1543.48
1130,Andorra,2002,65.059792,2152.33183074,78.119512195122,12.5,131.0,157.4,5213000.0,1528.11
1131,Andorra,2003,72.657821,2258.10453799,78.36829268292680,13.1,91.0,108.7,5227000.0,1493.34
1132,Andorra,2004,68.960755,2456.82624375,78.7146341463415,9.71,102.0,123.5,5242000.0,1456.38
1133,Andorra,2005,57.042898,2593.50706668,78.8170731707317,7.12,103.0,113.8,5259000.0,1414.52
1134,Andorra,2006,68.384423,2784.69204552,79.2146341463415,6.64,84.0,98.4,5277000.0,1393.17
1135,Andorra,2007,66.76030300000000,2932.89555683,79.2634146341464,4.73,108.0,116.2,5298000.0,1406.87
1136,Andorra,2008,58.609619,3189.34953303,79.5682926829268,3.36,101.0,114.0,5319000.0,1397.24
1137,Andorra,2009,55.924365,3297.29770023,79.71951219512200,3.78,97.0,107.9,5342000.0,1389.21
1138,Andorra,2010,64.099451,3316.64056492,79.87073170731710,3.36,119.0,128.5,5366000.0,1380.37
1139,Andorra,2011,56.665652,3486.13666951,80.4707317073171,3.08,95.0,106.5,5390000.0,1370.5
1140,Andorra,2012,51.222147,3608.12012046,80.62682926829270,3.37,124.0,139.3,5415000.0,1234.02
1141,Andorra,2013,51.750959,3653.76711943,80.9756097560976,2.24,116.0,132.7,5439000.0,1161.55
1142,Andorra,2014,47.643863,3701.14112734,81.1804878048781,2.37,114.0,128.6,5461000.0,1175.41
1143,Andorra,2015,44.113714,,81.4804878048781,1.77,101.0,117.2,5481000.0,1090.12
1144,Andorra,2016,47.227548,,81.78048780487810,1.64,114.0,123.2,5498000.0,1082.95
1145,Andorra,2017,44.673063,,,,131.0,141.8,5511000.0,1117.99
1146,Andorra,1990,400.983322,,76.6,75.09,111.0,124.2,56667000.0,22717.81
1147,Andorra,1991,426.500858,,76.8487804878049,68.67,94.0,119.0,56914000.0,22486.35
1148,Andorra,1992,415.70887,,77.1,66.03,105.0,114.3,57147000.0,22348.37
1149,Andorra,1993,394.972547,,77.3,58.9,104.0,112.6,57370000.0,22443.18
1150,Andorra,1994,390.8153,,77.64878048780490,37.77,73.0,92.3,57587000.0,22102.7
1151,Andorra,1995,397.455521,2102.33687667,77.75121951219510,31.27,,,57802000.0,22042.35
1152,Andorra,1996,413.197282,2162.51616018,77.95365853658540,22.5,103.0,108.8,58012000.0,22011.54
1153,Andorra,1997,406.187404,2227.025727,78.3048780487805,20.73,99.0,108.8,58221000.0,21730.55
1154,Andorra,1998,425.46497,2311.40352796,78.60487804878050,25.97,86.0,98.8,58444000.0,22202.26
1155,Andorra,1999,421.704995,2403.72746282,78.75609756097560,22.1,97.0,102.9,58704000.0,22032.56
1156,Andorra,2000,416.265916,2554.75461798,79.05609756097560,20.21,89.0,98.7,59015000.0,21320.45
1157,Andorra,2001,420.848089,2727.90838056,79.15853658536590,15.97,91.0,100.9,59384000.0,21276.47
1158,Andorra,2002,415.838304,2931.23463618,79.2609756097561,12.5,131.0,157.4,59803000.0,21422.02
1159,Andorra,2003,422.641209,2947.41952613,79.1146341463415,13.1,91.0,108.7,60252000.0,21439.24
1160,Andorra,2004,423.630591,3079.13523266,80.16341463414630,9.71,102.0,123.5,60698000.0,20246.31
1161,Andorra,2005,426.7791820000000,3240.66942948,80.16341463414630,7.12,103.0,113.8,61120000.0,20411.14
1162,Andorra,2006,416.003756,3420.67411107,80.8121951219512,6.64,84.0,98.4,61509000.0,20240.47
1163,Andorra,2007,405.194391,3577.35634733,81.1121951219512,4.73,108.0,116.2,61869000.0,20242.89
1164,Andorra,2008,397.725072,3735.80177306,81.2146341463415,3.36,101.0,114.0,62209000.0,20606.59
1165,Andorra,2009,381.599113,3948.40228973,81.4146341463415,3.78,97.0,107.9,62543000.0,20978.31
1166,Andorra,2010,389.386269,4039.00624517,81.66341463414630,3.36,119.0,128.5,62880000.0,20911.15
1167,Andorra,2011,362.503895,4254.53310822,82.1146341463415,3.08,95.0,106.5,63222000.0,21035.45
1168,Andorra,2012,363.809078,4285.43859289,81.9682926829268,3.37,124.0,139.3,63564000.0,20468.6
1169,Andorra,2013,365.83122,4369.9330592,82.21951219512200,2.24,116.0,132.7,63894000.0,20166.39
1170,Andorra,2014,333.922145,4508.13456593,82.67073170731710,2.37,114.0,128.6,64194000.0,18798.75
1171,Andorra,2015,338.500674,,82.2731707317073,1.77,101.0,117.2,64453000.0,19589.38
1172,Andorra,2016,341.025656,,82.2731707317073,1.64,114.0,123.2,64668000.0,18859.48
1173,Andorra,2017,345.921253,,,,131.0,141.8,64843000.0,19174.22
