,country,year,annual_co2_emmissions,health_spend_per_capita,life_expectancy,ozone_depleting_emissions,min_daily_ozone,mean_daily_ozone,population,pollution_deaths,PM2.5_ug_m3
0,Abkhazia,1990,2.603238,,49.856,75.09,111.0,124.2,12412000.0,4383.83,
1,Afghanistan,1991,2.427366,,50.627,68.67,94.0,119.0,13299000.0,4426.36,60.9366899697247
2,Afghanistan,1992,1.379462,,51.331,66.03,105.0,114.3,14486000.0,4568.91,56.1366281955921
3,Afghanistan,1993,1.333055,,51.968,58.9,104.0,112.6,15817000.0,5080.29,56.0920276862492
4,Afghanistan,1994,1.281602,,52.539,37.77,73.0,92.3,17076000.0,5499.23,43.2340322030349
5,Afghanistan,1995,1.230463,,53.055,31.27,,,18111000.0,5641.29,46.5368091435579
6,Afghanistan,1996,1.16492,,53.533,22.5,103.0,108.8,18853000.0,5739.07,50.4839603472515
7,Afghanistan,1997,1.084127,,53.997,20.73,99.0,108.8,19357000.0,5828.94,50.6539453617603
8,Afghanistan,1998,1.029157,,54.468,25.97,86.0,98.8,19738000.0,5751.54,50.968831121497
9,Afghanistan,1999,0.809512,,54.959,22.1,97.0,102.9,20171000.0,5756.43,49.0360908734167
10,Afghanistan,2000,0.757672,,55.482,20.21,89.0,98.7,20780000.0,5587.68,62.0802341527162
11,Afghanistan,2001,0.797962,,56.044,15.97,91.0,100.9,21607000.0,5569.97,62.8548565825039
12,Afghanistan,2002,1.051609,75.98351391,56.637,12.5,131.0,157.4,22601000.0,5580.75,
13,Afghanistan,2003,1.185951,89.44017773,57.25,13.1,91.0,108.7,23681000.0,6111.07,17.7960061376657
14,Afghanistan,2004,0.889167,87.52090345,57.875,9.71,102.0,123.5,24727000.0,6159.58,15.0726038392926
15,Afghanistan,2005,1.303267,88.32306226,58.5,7.12,103.0,113.8,25654000.0,6189.71,14.3208450870944
16,Afghanistan,2006,1.635378,86.85601592,59.11,6.64,84.0,98.4,26433000.0,6202.75,12.1558143148977
17,Afghanistan,2007,2.268605,88.71198979,59.694,4.73,108.0,116.2,27101000.0,6204.82,15.3356900899994
18,Afghanistan,2008,4.19953,111.46310638,60.243,3.36,101.0,114.0,27722000.0,6123.82,14.6461352462332
19,Afghanistan,2009,6.739976,148.00120214,60.754,3.78,97.0,107.9,28395000.0,6112.64,14.5629919954282
20,Afghanistan,2010,8.397779,153.44620572,61.226,3.36,119.0,128.5,29186000.0,6154.12,15.6359167040846
21,Afghanistan,2011,12.105788,141.0557326,61.666,3.08,95.0,106.5,30117000.0,6425.95,16.7488618336665
22,Afghanistan,2012,10.218514,160.36802664,62.086,3.37,124.0,139.3,31161000.0,6475.42,14.7365481994145
23,Afghanistan,2013,8.440766,156.52934858,62.494,2.24,116.0,132.7,32270000.0,6438.87,14.6340083732708
24,Afghanistan,2014,7.77434,166.51672658,62.895,2.37,114.0,128.6,33371000.0,6414.25,34.0237538174341
25,Afghanistan,2015,7.904133,,63.288,1.77,101.0,117.2,34414000.0,6780.26,33.3980800700244
26,Afghanistan,2016,6.744628,,63.673,1.64,114.0,123.2,35383000.0,6562.98,32.2115910805735
27,Afghanistan,2017,6.859825,,,,131.0,141.8,36296000.0,6872.06,28.4344309747255
28,Afghanistan,1990,5.444704,,71.836,75.09,111.0,124.2,3286000.0,626.95,26.7093490952755
29,Afghanistan,1991,4.228256,,71.803,68.67,94.0,119.0,3280000.0,654.88,27.4970747701318
30,Afghanistan,1992,2.495184,,71.802,66.03,105.0,114.3,3246000.0,634.39,28.2094391653485
31,Afghanistan,1993,2.315648,,71.86,58.9,104.0,112.6,3195000.0,609.17,31.0098541909824
32,Afghanistan,1994,1.912608,,71.992,37.77,73.0,92.3,3147000.0,581.23,33.0806268037254
33,Afghanistan,1995,2.066496,196.53778549,72.205,31.27,,,3113000.0,580.21,37.0357279077941
34,Afghanistan,1996,1.993216,247.13767322,72.495,22.5,103.0,108.8,3099000.0,601.7,37.2309558775069
35,Afghanistan,1997,1.531552,229.83007393,72.838,20.73,99.0,108.8,3100000.0,613.38,4.31076892896456
36,Afghanistan,1998,1.744064,239.40639574,73.208,25.97,86.0,98.8,3111000.0,619.67,4.29555652920884
37,Afghanistan,1999,2.975168,263.70931176,73.588,22.1,97.0,102.9,3123000.0,629.68,4.34494254759871
38,Afghanistan,2000,3.00448,263.00226739,73.955,20.21,89.0,98.7,3129000.0,626.14,4.30313346686327
39,Afghanistan,2001,3.220656,275.86678107,74.286,15.97,91.0,100.9,3130000.0,626.39,3.36869142821559
40,Afghanistan,2002,3.748272,302.72911468,74.575,12.5,131.0,157.4,3126000.0,649.88,3.2551836375306
41,Afghanistan,2003,4.23192,325.28224179,74.82,13.1,91.0,108.7,3118000.0,675.57,3.37727082760239
42,Afghanistan,2004,4.10368,361.8436802,75.028,9.71,102.0,123.5,3105000.0,697.63,3.4578848068701
43,Afghanistan,2005,4.198944,380.41578445,75.217,7.12,103.0,113.8,3087000.0,702.31,3.63414013891537
44,Afghanistan,2006,3.843536,412.87709072,75.418,6.64,84.0,98.4,3063000.0,710.02,3.79037850092118
45,Afghanistan,2007,3.82888,461.17078502,75.656,4.73,108.0,116.2,3034000.0,702.47,3.76341150774918
46,Afghanistan,2008,4.272224,511.1042673,75.943,3.36,101.0,114.0,3003000.0,730.21,11.5762452470783
47,Afghanistan,2009,4.253904,540.76887208,76.281,3.78,97.0,107.9,2973000.0,742.45,11.3639956838158
48,Afghanistan,2010,4.448096,497.92833308,76.652,3.36,119.0,128.5,2948000.0,765.42,11.0597732638153
49,Afghanistan,2011,5.030672,554.48411738,77.031,3.08,95.0,106.5,2929000.0,834.41,11.2191339555671
50,Afghanistan,2012,4.667936,544.00617177,77.389,3.37,124.0,139.3,2914000.0,816.01,11.1158084175128
51,Afghanistan,2013,4.92808,564.06596489,77.702,2.24,116.0,132.7,2904000.0,837.06,11.2306663454442
52,Afghanistan,2014,5.620576,614.53594606,77.963,2.37,114.0,128.6,2896000.0,851.57,11.2544324145142
53,Afghanistan,2015,4.532368,,78.174,1.77,101.0,117.2,2891000.0,901.5,10.9426841670833
54,Afghanistan,2016,4.495728,,78.345,1.64,114.0,123.2,2886000.0,891.58,10.6676945415292
55,Afghanistan,2017,5.4044,,,,131.0,141.8,2884000.0,919.59,10.9089344728875
56,Afghanistan,1990,76.73664,,66.725,75.09,111.0,124.2,25759000.0,7801.65,10.8794724208596
57,Afghanistan,1991,78.805352,,66.983,68.67,94.0,119.0,26400000.0,7982.04,36.8147564545222
58,Afghanistan,1992,79.881771,,67.226,66.03,105.0,114.3,27028000.0,8141.34,36.3456562720198
59,Afghanistan,1993,81.94244,,67.482,58.9,104.0,112.6,27636000.0,8264.75,39.7048202203433
60,Afghanistan,1994,86.146674,,67.774,37.77,73.0,92.3,28214000.0,8318.91,35.4044650501357
61,Afghanistan,1995,94.981961,252.76942406,68.115,31.27,,,28758000.0,8405.16,30.921715863044
62,Afghanistan,1996,96.78612,236.52961023,68.504,22.5,103.0,108.8,29266000.0,8646.92,31.8006567835796
63,Afghanistan,1997,87.004346,256.90335228,68.926,20.73,99.0,108.8,29743000.0,8865.95,33.4070499097688
64,Afghanistan,1998,106.62083,268.85153941,69.367,25.97,86.0,98.8,30193000.0,9001.83,33.507051079736
65,Afghanistan,1999,91.667907,265.38824248,69.822,22.1,97.0,102.9,30623000.0,9236.27,35.3310484211815
66,Afghanistan,2000,87.442683,278.0811557,70.292,20.21,89.0,98.7,31042000.0,9358.75,35.7884691059713
67,Afghanistan,2001,83.780674,323.07174002,70.778,15.97,91.0,100.9,31452000.0,9600.68,36.2404791658913
68,Afghanistan,2002,89.406721,332.46065159,71.276,12.5,131.0,157.4,31855000.0,9775.57,
69,Afghanistan,2003,91.048193,346.54772529,71.78,13.1,91.0,108.7,32264000.0,9969.38,
70,Afghanistan,2004,87.853102,360.8093318,72.281,9.71,102.0,123.5,32692000.0,10044.75,17.2754752610263
71,Afghanistan,2005,106.47319,355.14001347,72.767,7.12,103.0,113.8,33150000.0,10061.83,17.3840399226772
72,Afghanistan,2006,100.201162,380.56748693,73.225,6.64,84.0,98.4,33641000.0,10285.63,17.2611862889919
73,Afghanistan,2007,108.399973,453.2422424,73.648,4.73,108.0,116.2,34167000.0,10460.06,16.3213316183546
74,Afghanistan,2008,109.031842,510.13441542,74.032,3.36,101.0,114.0,34731000.0,10574.32,13.3742182936907
75,Afghanistan,2009,120.185864,654.9774122,74.374,3.78,97.0,107.9,35334000.0,10682.78,13.6134418718955
76,Afghanistan,2010,117.814083,644.2558833,74.676,3.36,119.0,128.5,35977000.0,10794.73,13.7110439848134
77,Afghanistan,2011,119.806879,686.21865915,74.944,3.08,95.0,106.5,36661000.0,11128.91,14.0147650993294
78,Afghanistan,2012,128.109954,821.33888535,75.187,3.37,124.0,139.3,37384000.0,11322.62,13.7684183865025
79,Afghanistan,2013,132.43463,858.86035635,75.418,2.24,116.0,132.7,38140000.0,11713.24,15.5176956406633
80,Afghanistan,2014,143.220807,932.10028378,75.641,2.37,114.0,128.6,38924000.0,12129.71,15.6859425733665
81,Afghanistan,2015,150.817609,,75.86,1.77,101.0,117.2,39728000.0,12490.01,53.1923247947451
82,Afghanistan,2016,148.839049,,76.078,1.64,114.0,123.2,40551000.0,13054.47,51.8248561342099
83,Afghanistan,2017,153.448361,,,,131.0,141.8,41389000.0,13315.3,52.9039833003832
84,Afghanistan,1990,5.088696,,41.696,75.09,111.0,124.2,11848000.0,2032.26,52.7630046665188
85,Afghanistan,1991,5.062888,,41.855,68.67,94.0,119.0,12249000.0,2118.23,63.7917252177336
86,Afghanistan,1992,5.165044,,42.06,66.03,105.0,114.3,12657000.0,2192.65,63.1485673857683
87,Afghanistan,1993,5.748383,,42.329,58.9,104.0,112.6,13075000.0,2255.13,63.8013928405267
88,Afghanistan,1994,3.865596,,42.677,37.77,73.0,92.3,13504000.0,2355.71,63.3915413152589
89,Afghanistan,1995,10.948303,91.4636206,43.125,31.27,,,13945000.0,2401.24,62.9946142267713
90,Afghanistan,1996,10.424825,60.22757641,43.695,22.5,103.0,108.8,14401000.0,2474.38,81.9366296204055
91,Afghanistan,1997,7.347849,79.03869714,44.385,20.73,99.0,108.8,14872000.0,2566.9,83.1514632879047
92,Afghanistan,1998,7.269606,79.53522966,45.192,25.97,86.0,98.8,15360000.0,2717.73,15.9125692533209
93,Afghanistan,1999,9.129778,82.08157415,46.105,22.1,97.0,102.9,15867000.0,2799.35,16.0588224487956
94,Afghanistan,2000,9.515061,69.20173589,47.113,20.21,89.0,98.7,16395000.0,2854.73,15.6036429329597
95,Afghanistan,2001,9.671519,137.88117252,48.2,15.97,91.0,100.9,16946000.0,2932.84,14.8203242631716
96,Afghanistan,2002,12.597545,103.88967134,49.341,12.5,131.0,157.4,17519000.0,2968.63,14.2241785959247
97,Afghanistan,2003,8.988368,130.48368471,50.508,13.1,91.0,108.7,18121000.0,3048.48,14.0618591475357
98,Afghanistan,2004,18.701932,153.300672,51.676,9.71,102.0,123.5,18758000.0,3161.74,14.0758542794382
99,Afghanistan,2005,19.00643,157.52116297,52.833,7.12,103.0,113.8,19434000.0,3185.45,13.5772090922804
100,Afghanistan,2006,22.102407,209.61483939,53.974,6.64,84.0,98.4,20150000.0,3266.81,13.6436465424937
101,Afghanistan,2007,24.976104,189.90186908,55.096,4.73,108.0,116.2,20905000.0,3330.94,14.117202971858
102,Afghanistan,2008,25.486004,242.15426374,56.189,3.36,101.0,114.0,21696000.0,3341.83,14.1481671684957
103,Afghanistan,2009,27.565503,274.73451017,57.231,3.78,97.0,107.9,22514000.0,3354.78,20.7321876682443
104,Afghanistan,2010,28.864472,215.70576571,58.192,3.36,119.0,128.5,23356000.0,3391.37,17.132886537474
105,Afghanistan,2011,30.329702,220.50028242,59.042,3.08,95.0,106.5,24221000.0,3390.57,18.5638976260417
106,Afghanistan,2012,33.800564,223.24452883,59.77,3.37,124.0,139.3,25108000.0,3509.8,21.3093617783427
107,Afghanistan,2013,33.228501,301.98914889,60.373,2.24,116.0,132.7,26016000.0,3625.01,25.7208275538577
108,Afghanistan,2014,44.248826,239.01023293,60.858,2.37,114.0,128.6,26942000.0,3509.88,25.8609024010809
109,Afghanistan,2015,33.979025,,61.241,1.77,101.0,117.2,27884000.0,3599.86,24.0359165394623
110,Afghanistan,2016,34.110948,,61.547,1.64,114.0,123.2,28842000.0,3612.63,24.6651848658997
111,Afghanistan,2017,37.470836,,,,131.0,141.8,29817000.0,3724.05,25.0687021535658
112,Afghanistan,1990,112.079088,,71.565,75.09,111.0,124.2,32619000.0,10145.24,27.1320370732378
113,Afghanistan,1991,117.505744,,71.79,68.67,94.0,119.0,33079000.0,10210.19,26.9728933161846
114,Afghanistan,1992,121.230584,,72.023,66.03,105.0,114.3,33529000.0,10763.03,
115,Afghanistan,1993,117.777485,,72.256,58.9,104.0,112.6,33970000.0,10863.78,6.71709803999302
116,Afghanistan,1994,122.229002,,72.489,37.77,73.0,92.3,34403000.0,10826.17,6.7440107168433
117,Afghanistan,1995,127.764859,646.08439673,72.719,31.27,,,34828000.0,11046.45,6.80234129581913
118,Afghanistan,1996,134.76207,661.95018813,72.947,22.5,103.0,108.8,35246000.0,11742.21,6.60836577807983
119,Afghanistan,1997,137.641464,751.22496329,73.173,20.73,99.0,108.8,35657000.0,12388.15,5.93756128130729
120,Afghanistan,1998,139.451896,798.54125101,73.397,25.97,86.0,98.8,36063000.0,13044.94,5.88091894260968
121,Afghanistan,1999,147.285131,848.43376896,73.618,22.1,97.0,102.9,36467000.0,13581.48,5.98177615708128
122,Afghanistan,2000,142.358347,837.50756875,73.832,20.21,89.0,98.7,36871000.0,13105.82,6.02823790925321
123,Afghanistan,2001,134.003944,824.02308724,74.039,15.97,91.0,100.9,37276000.0,13699.99,5.93305520509483
124,Afghanistan,2002,124.392348,654.36016591,74.236,12.5,131.0,157.4,37682000.0,14369.34,6.10983797881447
125,Afghanistan,2003,134.631008,710.74902095,74.424,13.1,91.0,108.7,38088000.0,14867.5,6.12680642067615
126,Afghanistan,2004,157.043391,785.40882672,74.603,9.71,102.0,123.5,38492000.0,14566.99,19.268755333992
127,Afghanistan,2005,161.4342,891.68327477,74.775,7.12,103.0,113.8,38893000.0,14397.43,16.6158724805295
128,Afghanistan,2006,174.608992,979.1829161,74.941,6.64,84.0,98.4,39290000.0,14957.54,15.2687951059028
129,Afghanistan,2007,174.24576,1077.79078875,75.105,4.73,108.0,116.2,39684000.0,15938.43,15.3075744695526
130,Afghanistan,2008,188.106,1174.27091414,75.268,3.36,101.0,114.0,40080000.0,15717.42,15.1477554984761
131,Afghanistan,2009,178.9492,1345.34548365,75.431,3.78,97.0,107.9,40483000.0,16071.45,14.9339580744579
132,Afghanistan,2010,186.733136,1284.83146837,75.595,3.36,119.0,128.5,40896000.0,16288.8,15.2474473239802
133,Afghanistan,2011,190.273774,1227.33751709,75.761,3.08,95.0,106.5,41320000.0,17050.9,15.9436221168834
134,Afghanistan,2012,191.714848,1133.03958846,75.926,3.37,124.0,139.3,41755000.0,16576.3,16.4660670312478
135,Afghanistan,2013,190.151693,1174.48541548,76.089,2.24,116.0,132.7,42196000.0,16511.9,15.0322885797681
136,Afghanistan,2014,188.697406,1137.24342289,76.252,2.37,114.0,128.6,42638000.0,15907.95,14.9651883082137
137,Afghanistan,2015,192.365656,,76.415,1.77,101.0,117.2,43075000.0,16313.69,
138,Afghanistan,2016,190.92964,,76.577,1.64,114.0,123.2,43508000.0,16001.85,26.745664478346
139,Afghanistan,2017,187.415944,,,,131.0,141.8,43937000.0,15930.98,22.9941599416493
140,Afghanistan,1990,18.211937,,67.879,75.09,111.0,124.2,3538000.0,1453.25,23.8569804732697
141,Afghanistan,1991,18.920038,,67.87,68.67,94.0,119.0,3505000.0,1525.16,21.1598075797156
142,Afghanistan,1992,5.859852,,67.99,66.03,105.0,114.3,3443000.0,1602.57,26.2238224235431
143,Afghanistan,1993,2.573629,,68.218,58.9,104.0,112.6,3363000.0,1638.31,25.2281306545143
144,Afghanistan,1994,2.714748,,68.538,37.77,73.0,92.3,3284000.0,1623.03,24.6810450004213
145,Afghanistan,1995,3.432276,101.52726448,68.938,31.27,,,3217000.0,1585.5,26.5519092952348
146,Afghanistan,1996,2.592741,100.28470999,69.404,22.5,103.0,108.8,3168000.0,1598.3,28.368978731634
147,Afghanistan,1997,3.266242,106.16391355,69.912,20.73,99.0,108.8,3133000.0,1579.44,32.6592249482423
148,Afghanistan,1998,3.396642,115.83368462,70.434,25.97,86.0,98.8,3109000.0,1576.73,32.9776200805629
149,Afghanistan,1999,3.048121,120.65929368,70.944,22.1,97.0,102.9,3089000.0,1619.94,
150,Afghanistan,2000,3.491407,144.6637881,71.409,20.21,89.0,98.7,3070000.0,1654.23,19.470350609282
151,Afghanistan,2001,3.532701,154.79371188,71.8,15.97,91.0,100.9,3051000.0,1717.2,19.0264583615939
152,Afghanistan,2002,3.076793,162.40248871,72.112,12.5,131.0,157.4,3034000.0,1818.17,18.1799649687899
153,Afghanistan,2003,3.45556,195.30987465,72.347,13.1,91.0,108.7,3018000.0,1899.96,17.3690475981315
154,Afghanistan,2004,3.691197,219.94507109,72.512,9.71,102.0,123.5,3001000.0,1925.2,12.3126571162586
155,Afghanistan,2005,4.376169,247.70259865,72.625,7.12,103.0,113.8,2981000.0,1994.38,12.7668027021439
156,Afghanistan,2006,4.40159,252.97077094,72.715,6.64,84.0,98.4,2958000.0,2073.67,13.3516233246248
157,Afghanistan,2007,5.10021,279.36320953,72.815,4.73,108.0,116.2,2933000.0,2110.61,13.7432704642609
158,Afghanistan,2008,5.57479,269.67263745,72.946,3.36,101.0,114.0,2908000.0,2177.02,13.6447307556297
159,Afghanistan,2009,4.363332,279.91462671,73.119,3.78,97.0,107.9,2888000.0,2199.29,12.9335544304623
160,Afghanistan,2010,4.25275,290.90189878,73.331,3.36,119.0,128.5,2877000.0,2224.32,12.7911417912546
161,Afghanistan,2011,4.968878,252.65042296,73.571,3.08,95.0,106.5,2877000.0,2241.88,62.5918038538054
162,Afghanistan,2012,5.748252,331.61037352,73.814,3.37,124.0,139.3,2884000.0,2193.16,61.8105499043861
163,Afghanistan,2013,5.535004,352.25600041,74.044,2.24,116.0,132.7,2898000.0,2105.96,62.5534595110804
164,Afghanistan,2014,5.559906,362.12527877,74.255,2.37,114.0,128.6,2912000.0,2067.28,52.9329948397809
165,Afghanistan,2015,5.072367,,74.445,1.77,101.0,117.2,2926000.0,2178.38,66.8103038869428
166,Afghanistan,2016,5.158751,,74.618,1.64,114.0,123.2,2936000.0,2135.03,63.3122894135553
167,Afghanistan,2017,5.484847,,,,131.0,141.8,2945000.0,2189.15,67.5761339796156
168,Afghanistan,1990,278.42466,,76.9946341463415,75.09,111.0,124.2,16961000.0,5179.69,66.6204638090894
169,Afghanistan,1991,279.87266,,77.2756097560976,68.67,94.0,119.0,17189000.0,5200.14,60.3566127218295
170,Afghanistan,1992,284.912438,,77.3780487804878,66.03,105.0,114.3,17402000.0,5319.82,79.1277470082454
171,Afghanistan,1993,289.235186,,77.8780487804878,58.9,104.0,112.6,17603000.0,5251.97,79.6909995433267
172,Afghanistan,1994,294.014961,,77.8780487804878,37.77,73.0,92.3,17799000.0,5351.63,63.8723738740928
173,Afghanistan,1995,305.410167,1640.93480951,77.8292682926829,31.27,,,17993000.0,5217.76,64.8864317322666
174,Afghanistan,1996,312.361586,1742.66486464,78.0780487804878,22.5,103.0,108.8,18189000.0,5374.05,65.467831913593
175,Afghanistan,1997,320.795086,1837.89598576,78.4804878048781,20.73,99.0,108.8,18387000.0,5389.09,80.3425347212479
176,Afghanistan,1998,334.684518,1976.65066949,78.6317073170732,25.97,86.0,98.8,18587000.0,5325.99,82.4041456274175
177,Afghanistan,1999,344.063766,2121.67752034,78.9317073170732,22.1,97.0,102.9,18788000.0,5210.3,82.7802419323884
178,Afghanistan,2000,350.195024,2298.60423839,79.2341463414634,20.21,89.0,98.7,18991000.0,5106.57,82.9398342980844
179,Afghanistan,2001,357.669183,2426.96434491,79.6341463414634,15.97,91.0,100.9,19195000.0,5062.3,88.5264261158675
180,Afghanistan,2002,362.209546,2593.62626036,79.9365853658537,12.5,131.0,157.4,19401000.0,5099.61,87.1185349719955
181,Afghanistan,2003,369.726018,2696.32230032,80.2390243902439,13.1,91.0,108.7,19624000.0,5004.45,100.323814595622
182,Afghanistan,2004,383.205122,2918.11418559,80.490243902439,9.71,102.0,123.5,19880000.0,4899.61,101.017156911774
183,Afghanistan,2005,386.513454,3031.4106774,80.8414634146341,7.12,103.0,113.8,20179000.0,4774.34,20.7023841110862
184,Afghanistan,2006,392.680646,3235.02049338,81.0414634146342,6.64,84.0,98.4,20526000.0,4798.34,20.7831484856079
185,Afghanistan,2007,399.842461,3413.33860868,81.2926829268293,4.73,108.0,116.2,20916000.0,4960.35,20.666678661247
186,Afghanistan,2008,404.417407,3554.9535395,81.3951219512195,3.36,101.0,114.0,21332000.0,5022.04,17.7271726451513
187,Afghanistan,2009,407.463328,3782.28504921,81.5439024390244,3.78,97.0,107.9,21751000.0,4987.21,14.769710272093
188,Afghanistan,2010,405.502799,3857.73005222,81.6951219512195,3.36,119.0,128.5,22155000.0,4946.91,14.8820379932565
189,Afghanistan,2011,404.172757,4085.86302316,81.8951219512195,3.08,95.0,106.5,22538000.0,5182.55,15.1537695302693
190,Afghanistan,2012,406.506242,4151.81952634,82.0463414634146,3.37,124.0,139.3,22904000.0,4940.22,15.0599401801941
191,Afghanistan,2013,397.943179,4259.0966552,82.1487804878049,2.24,116.0,132.7,23255000.0,4775.79,15.2042890236464
192,Afghanistan,2014,394.116892,4357.26078332,82.3,2.37,114.0,128.6,23596000.0,4754.63,18.1492246043857
193,Afghanistan,2015,401.554757,,82.4,1.77,101.0,117.2,23932000.0,4813.47,18.4148125845094
194,Afghanistan,2016,411.031531,,82.5,1.64,114.0,123.2,24263000.0,4658.73,
195,Afghanistan,2017,415.097428,,,,131.0,141.8,24585000.0,4880.68,33.4390924770268
196,Afghanistan,1990,62.124701,,75.5682926829269,75.09,111.0,124.2,7724000.0,4280.03,23.6577256631908
197,Afghanistan,1991,65.725533,,75.6170731707317,68.67,94.0,119.0,7773000.0,4317.3,20.2930472939698
198,Afghanistan,1992,60.204069,,75.8170731707317,66.03,105.0,114.3,7831000.0,4273.68,18.9215836239584
199,Afghanistan,1993,60.635419,,76.0682926829268,58.9,104.0,112.6,7892000.0,4258.37,20.2130957426669
200,Afghanistan,1994,61.002439,,76.419512195122,37.77,73.0,92.3,7947000.0,4167.16,19.697793247105
201,Afghanistan,1995,64.06526,2249.46831607,76.6682926829268,31.27,,,7990000.0,4195.24,18.5119334618056
202,Afghanistan,1996,67.421589,2325.04866265,76.8707317073171,22.5,103.0,108.8,8018000.0,4228.12,19.5154632082884
203,Afghanistan,1997,67.232779,2458.58249598,77.319512195122,20.73,99.0,108.8,8033000.0,4130.73,19.9723741230605
204,Afghanistan,1998,66.875147,2621.93125943,77.6707317073171,25.97,86.0,98.8,8041000.0,4123.7,19.7445253033066
205,Afghanistan,1999,65.562722,2773.20651122,77.8756097560976,22.1,97.0,102.9,8051000.0,4099.59,19.7987310707601
206,Afghanistan,2000,66.162888,2914.05843415,78.1268292682927,20.21,89.0,98.7,8069000.0,4046.36,19.8198004783964
207,Afghanistan,2001,70.1026,2947.74335955,78.5756097560976,15.97,91.0,100.9,8098000.0,3948.48,18.126492383333
208,Afghanistan,2002,71.918762,3136.01923869,78.6780487804878,12.5,131.0,157.4,8134000.0,3970.75,16.8584694862093
209,Afghanistan,2003,77.554252,3295.58733612,78.6317073170732,13.1,91.0,108.7,8176000.0,3999.19,16.2609905621948
210,Afghanistan,2004,77.674391,3482.55408563,79.1804878048781,9.71,102.0,123.5,8217000.0,3904.92,16.3082072576569
211,Afghanistan,2005,79.192432,3552.92090518,79.3317073170732,7.12,103.0,113.8,8254000.0,3911.71,16.2957831817466
212,Afghanistan,2006,76.898329,3795.1658391,79.8804878048781,6.64,84.0,98.4,8285000.0,3805.41,15.8815590588605
213,Afghanistan,2007,74.262588,3967.36761796,80.1804878048781,4.73,108.0,116.2,8314000.0,3816.36,15.9014393398755
214,Afghanistan,2008,73.588405,4233.74810115,80.4317073170732,3.36,101.0,114.0,8342000.0,3750.8,15.7965347643409
215,Afghanistan,2009,67.493948,4394.75277765,80.3317073170732,3.78,97.0,107.9,8373000.0,3826.64,16.0192771693081
216,Afghanistan,2010,72.011841,4530.80687063,80.5804878048781,3.36,119.0,128.5,8410000.0,3769.01,16.0434323655997
217,Afghanistan,2011,69.898241,4676.91087143,80.9829268292683,3.08,95.0,106.5,8454000.0,3800.6,29.3978609577215
218,Afghanistan,2012,67.209096,4862.86902098,80.9365853658537,3.37,124.0,139.3,8502000.0,3658.6,28.9893945716571
219,Afghanistan,2013,67.74569,4889.1460126,81.1365853658537,2.24,116.0,132.7,8556000.0,3632.51,29.4874820334239
220,Afghanistan,2014,64.084427,5038.8816446,81.490243902439,2.37,114.0,128.6,8615000.0,3555.34,25.8896910617513
221,Africa,2015,66.283237,,81.190243902439,1.77,101.0,117.2,8679000.0,3636.4,21.0200761129678
222,Africa,2016,67.112265,,80.890243902439,1.64,114.0,123.2,8747000.0,3492.33,21.733951751411
223,Africa,2017,69.62886,,,,131.0,141.8,8820000.0,3506.57,25.3678793950325
224,Africa,1990,51.947165,,64.827,75.09,111.0,124.2,7243000.0,3040.69,24.4247433877674
225,Africa,1991,51.165677,,64.745,68.67,94.0,119.0,7358000.0,3264.1,25.4683810912949
226,Africa,1992,56.183104,,64.731,66.03,105.0,114.3,7472000.0,3516.5,20.3684482800477
227,Africa,1993,48.413149,,64.81,58.9,104.0,112.6,7582000.0,3643.96,20.1815989382156
228,Africa,1994,41.949775,,64.991,37.77,73.0,92.3,7684000.0,3777.31,61.6119249473849
229,Africa,1995,33.312246,138.65410533,65.256,31.27,,,7775000.0,3667.53,59.6597653611296
230,Africa,1996,31.242618,149.65636378,65.573,22.5,103.0,108.8,7856000.0,3674.72,58.806176572995
231,Africa,1997,29.80494,142.08662126,65.899,20.73,99.0,108.8,7926000.0,3604.56,45.7486486869033
232,Africa,1998,31.66549,156.28326228,66.207,25.97,86.0,98.8,7990000.0,3535.95,42.479460424315
233,Africa,1999,28.570429,166.63949031,66.491,22.1,97.0,102.9,8054000.0,3452.77,45.7444167400581
234,Africa,2000,29.50632,163.67237014,66.763,20.21,89.0,98.7,8123000.0,3339.77,45.122604335874
235,Africa,2001,28.79268,174.89404731,67.054,15.97,91.0,100.9,8197000.0,3364.07,41.3254736572136
236,Africa,2002,29.641863,193.69367686,67.391,12.5,131.0,157.4,8277000.0,3492.43,38.2630494044023
237,Africa,2003,30.626734,319.26263074,67.791,13.1,91.0,108.7,8361000.0,3631.25,90.4663482497953
238,Africa,2004,32.078142,431.6080699,68.249,9.71,102.0,123.5,8449000.0,3699.87,95.9603228472066
239,Africa,2005,34.28642,552.45940566,68.75,7.12,103.0,113.8,8539000.0,3828.94,12.0921222740927
240,Africa,2006,39.108604,593.89306586,69.269,6.64,84.0,98.4,8630000.0,4005.23,11.6011057531147
241,Africa,2007,30.458356,622.53552419,69.774,4.73,108.0,116.2,8724000.0,4050.16,11.3736996339873
242,Africa,2008,35.4506,596.4411546,70.238,3.36,101.0,114.0,8822000.0,4187.57,11.6855387919895
243,Africa,2009,31.85663,868.50075337,70.646,3.78,97.0,107.9,8924000.0,4286.92,9.45137399991697
244,Africa,2010,30.632888,829.34077249,70.987,3.36,119.0,128.5,9032000.0,4388.21,9.60567921460771
245,Africa,2011,32.975696,784.52161049,71.26,3.08,95.0,106.5,9146000.0,4591.75,9.55818227118388
246,Africa,2012,35.048364,873.87745701,71.478,3.37,124.0,139.3,9265000.0,4542.6,9.10364123557746
