,country,year,annual_co2_emmissions,health_spend_per_capita,life_expectancy,ozone_depleting_emissions,min_daily_ozone,mean_daily_ozone,population,pollution_deaths,PM2.5_ug_m3
1003,American Samoa,2017,6.015567,,,,131.0,141.8,6388000.0,1743.65,17.8913199439353
1004,American Samoa,2007,5.627904,748.53308651,54.858,4.73,108.0,116.2,822000.0,109.83,18.6922708072004
1005,American Samoa,2008,7.01656,854.68331247,55.19,3.36,101.0,114.0,861000.0,112.07,17.9168288492709
1006,American Samoa,2009,6.752752,1768.67554616,55.543,3.78,97.0,107.9,902000.0,115.84,19.7208146287152
1007,American Samoa,2010,6.866336,1237.30323034,55.908,3.36,119.0,128.5,944000.0,117.83,19.7440739532873
1008,American Samoa,2011,8.881536,1103.40323668,56.265,3.08,95.0,106.5,987000.0,120.99,30.9449609633392
1009,American Samoa,2012,7.536848,1367.3934407,56.601,3.37,124.0,139.3,1031000.0,123.33,30.9520142149687
1010,American Samoa,2013,7.720048,1196.14310514,56.905,2.24,116.0,132.7,1076000.0,123.95,30.7817908108413
1011,American Samoa,2014,7.306016,1163.41614673,57.18,2.37,114.0,128.6,1122000.0,132.78,30.0940881348169
1012,American Samoa,2015,6.433984,,57.434,1.77,101.0,117.2,1169000.0,153.13,22.5813369948052
1013,American Samoa,2016,6.206816,,57.681,1.64,114.0,123.2,1215000.0,164.77,23.411783648957
1014,American Samoa,2017,5.979648,,,,131.0,141.8,1262000.0,170.5,24.0334570995246
1015,American Samoa,1990,,,49.589,75.09,111.0,124.2,2259000.0,551.92,25.19707460071
1016,American Samoa,1991,,,50.04,68.67,94.0,119.0,2266000.0,559.54,25.1837826646403
1017,American Samoa,1992,,,50.545,66.03,105.0,114.3,2258000.0,603.77,23.6147192847385
1018,American Samoa,1993,,,51.099,58.9,104.0,112.6,2239000.0,619.19,23.5480471708712
1019,American Samoa,1994,0.706833,,51.693,37.77,73.0,92.3,2218000.0,639.38,
1020,American Samoa,1995,0.790409,51.09138134,52.311,31.27,,,2204000.0,653.99,
1021,American Samoa,1996,0.860666,44.83989001,52.932,22.5,103.0,108.8,2196000.0,673.89,45.3881764042145
1022,American Samoa,1997,0.767683,56.19006703,53.539,20.73,99.0,108.8,2195000.0,683.54,45.1766004242231
1023,American Samoa,1998,0.585811,60.31917186,54.126,25.97,86.0,98.8,2206000.0,694.1,45.406722309688
1024,American Samoa,1999,0.615095,66.52910658,54.693,22.1,97.0,102.9,2237000.0,690.35,40.5257824080538
1025,American Samoa,2000,0.604076,56.64506248,55.258,20.21,89.0,98.7,2292000.0,688.08,39.7649876175528
1026,American Samoa,2001,0.625989,54.2664003,55.847,15.97,91.0,100.9,2375000.0,724.98,42.0378309481015
1027,American Samoa,2002,0.60027,55.77824595,56.483,12.5,131.0,157.4,2481000.0,761.56,42.3493382909175
1028,American Samoa,2003,0.71012,46.50221267,57.174,13.1,91.0,108.7,2601000.0,787.28,40.9190334670317
1029,American Samoa,2004,0.765009,42.02964394,57.916,9.71,102.0,123.5,2720000.0,802.71,39.3712224715253
1030,American Samoa,2005,0.764938,40.76206719,58.691,7.12,103.0,113.8,2827000.0,809.47,57.9766788455502
1031,American Samoa,2006,0.544935,45.03224304,59.472,6.64,84.0,98.4,2918000.0,829.77,59.5710178708343
1032,American Samoa,2007,0.559353,45.70368588,60.23,4.73,108.0,116.2,2997000.0,841.57,
1033,American Samoa,2008,0.405352,46.12307138,60.94,3.36,101.0,114.0,3063000.0,846.78,
1034,Andean Latin America,2009,0.496973,42.341886,61.591,3.78,97.0,107.9,3120000.0,839.57,17.6804497860181
1035,Andean Latin America,2010,0.496996,42.10113652,62.181,3.36,119.0,128.5,3170000.0,833.8,16.3240716891963
1036,Andean Latin America,2011,0.56017,43.19398287,62.718,3.08,95.0,106.5,3214000.0,839.0,15.9513756416011
1037,Andean Latin America,2012,0.618429,44.79592593,63.22,3.37,124.0,139.3,3250000.0,858.43,15.8600917869229
1038,Andean Latin America,2013,0.63832,45.62915665,63.703,2.24,116.0,132.7,3281000.0,889.99,16.6795554149781
1039,Andean Latin America,2014,0.671706,51.0405941,64.174,2.37,114.0,128.6,3311000.0,848.33,16.5860561981665
1040,Andean Latin America,2015,0.652173,,64.636,1.77,101.0,117.2,3343000.0,928.59,16.8270618632772
1041,Andean Latin America,2016,0.659501,,65.092,1.64,114.0,123.2,3377000.0,923.39,16.822920270828
1042,Andean Latin America,2017,0.688813,,,,131.0,141.8,3413000.0,928.14,16.8055385542111
1043,Andean Latin America,1990,36.907238,,69.4756097560976,75.09,111.0,124.2,1565000.0,581.48,19.2479052198153
1044,Andean Latin America,1991,33.901775,,69.3731707317073,68.67,94.0,119.0,1548000.0,601.36,19.5029997084978
1045,Andean Latin America,1992,24.370462,,68.8634146341464,66.03,105.0,114.3,1521000.0,600.52,35.6452187318528
1046,Andean Latin America,1993,18.910361,,67.909756097561,58.9,104.0,112.6,1488000.0,645.22,35.899471404183
1047,Andean Latin America,1994,19.734049,,66.5,37.77,73.0,92.3,1457000.0,685.27,37.2800780139525
1048,Andean Latin America,1995,18.04883,396.93215947,67.5439024390244,31.27,,,1433000.0,640.79,40.2205297196797
1049,Andean Latin America,1996,18.759525,453.3089541,69.6121951219512,22.5,103.0,108.8,1418000.0,572.06,32.0455864695317
1050,Andean Latin America,1997,18.317275,492.20213754,69.809756097561,20.73,99.0,108.8,1410000.0,562.12,33.9904055090833
1051,Andean Latin America,1998,16.817247,467.4076785,69.3585365853659,25.97,86.0,98.8,1406000.0,585.11,39.3399096014777
1052,Andean Latin America,1999,15.653348,512.60874777,70.0634146341463,22.1,97.0,102.9,1404000.0,555.75,36.9345599458459
1053,Andean Latin America,2000,15.244188,511.03770093,70.4170731707317,20.21,89.0,98.7,1399000.0,552.3,37.237940393381
1054,Andean Latin America,2001,15.576734,510.30228129,70.2585365853659,15.97,91.0,100.9,1392000.0,571.83,29.8071265416681
1055,Andean Latin America,2002,15.090487,570.7947863,70.9048780487805,12.5,131.0,157.4,1383000.0,561.38,29.4975112127548
1056,Andean Latin America,2003,16.937231,650.13938011,71.3170731707317,13.1,91.0,108.7,1373000.0,548.65,
1057,Andean Latin America,2004,17.201013,749.68048577,71.909756097561,9.71,102.0,123.5,1364000.0,536.87,38.4271230593463
1058,Andean Latin America,2005,16.92162,823.8641548,72.5682926829268,7.12,103.0,113.8,1356000.0,525.96,28.609507760907
1059,Andean Latin America,2006,16.208805,957.16169373,72.6914634146341,6.64,84.0,98.4,1349000.0,524.44,24.3055384903301
1060,Andean Latin America,2007,19.838563,1113.43344617,72.8146341463415,4.73,108.0,116.2,1344000.0,525.46,21.8255726578763
1061,Andean Latin America,2008,17.668117,1339.32423811,73.7707317073171,3.36,101.0,114.0,1340000.0,492.1,22.8302579795971
1062,Andorra,2009,14.339009,1383.63325647,74.8243902439024,3.78,97.0,107.9,1336000.0,470.71,21.7524496753278
1063,Andorra,2010,18.784961,1300.06840081,75.4292682926829,3.36,119.0,128.5,1332000.0,436.5,20.7612195463732
1064,Andorra,2011,18.855125,1356.0576791,76.2292682926829,3.08,95.0,106.5,1328000.0,424.86,20.9367397756046
1065,Andorra,2012,17.684975,1555.76599292,76.3268292682927,3.37,124.0,139.3,1323000.0,394.89,21.9559999020647
1066,Andorra,2013,19.551953,1660.09306244,77.1414634146341,2.24,116.0,132.7,1319000.0,371.76,24.438990414299
1067,Andorra,2014,18.755949,1668.31346668,77.0341463414634,2.37,114.0,128.6,1316000.0,382.7,24.5706816292238
1068,Andorra,2015,15.813404,,77.590243902439,1.77,101.0,117.2,1315000.0,338.22,42.5557708920405
1069,Andorra,2016,17.37765,,77.7365853658537,1.64,114.0,123.2,1317000.0,337.66,42.5082311149411
1070,Andorra,2017,18.635872,,,,131.0,141.8,1319000.0,339.39,43.6239417034575
1071,Andorra,1990,2.985776,,47.1,75.09,111.0,124.2,47888000.0,11772.67,46.2753269555557
1072,Andorra,1991,2.95714,,47.505,68.67,94.0,119.0,49610000.0,12400.61,46.3452427828892
1073,Andorra,1992,2.937332,,47.912,66.03,105.0,114.3,51424000.0,12926.56,45.7909862325201
1074,Andorra,1993,2.994817,,48.346,58.9,104.0,112.6,53296000.0,13014.98,46.3879815470481
1075,Andorra,1994,2.196879,,48.812,37.77,73.0,92.3,55181000.0,12659.85,47.2846115441017
1076,Andorra,1995,2.505653,12.40728922,49.305,31.27,,,57048000.0,11564.68,48.4330325362162
1077,Andorra,1996,2.794653,13.58443697,49.811,22.5,103.0,108.8,58884000.0,10514.01,49.9992032662446
1078,Andorra,1997,2.979329,15.16155002,50.322,20.73,99.0,108.8,60697000.0,9517.23,50.1214368322946
1079,Andorra,1998,3.147406,16.76469257,50.836,25.97,86.0,98.8,62508000.0,8626.22,44.6618730015806
1080,Andorra,1999,3.094953,18.41877691,51.366,22.1,97.0,102.9,64343000.0,7778.11,44.5493613864009
1081,Andorra,2000,3.463787,21.41641274,51.94,20.21,89.0,98.7,66225000.0,7139.98,45.5239875106972
1082,Andorra,2001,4.263382,22.50991904,52.593,15.97,91.0,100.9,68159000.0,6797.22,46.9484027805465
1083,Andorra,2002,4.430488,25.01220334,53.347,12.5,131.0,157.4,70142000.0,6493.42,46.7201486970269
1084,Andorra,2003,4.871122,23.77366821,54.209,13.1,91.0,108.7,72171000.0,6252.6,46.6839369008447
1085,Andorra,2004,5.15862,24.6384633,55.172,9.71,102.0,123.5,74240000.0,6063.86,47.1547895230501
1086,Andorra,2005,4.955127,27.44203037,56.221,7.12,103.0,113.8,76346000.0,5982.01,47.7742471884372
1087,Andorra,2006,5.316941,32.42684174,57.333,6.64,84.0,98.4,78489000.0,6011.27,48.2886505770619
1088,Andorra,2007,5.839347,37.92213038,58.466,4.73,108.0,116.2,80674000.0,6133.25,54.6136597489206
1089,Andorra,2008,6.416361,38.0668298,59.58,3.36,101.0,114.0,82916000.0,6239.11,55.2009339207702
1090,Andorra,2009,6.454634,41.86599854,60.643,3.78,97.0,107.9,85234000.0,6347.18,65.1255962160688
1091,Andorra,2010,6.33711,72.30531157,61.625,3.36,119.0,128.5,87640000.0,6471.04,62.844612931743
1092,Andorra,2011,7.402011,76.29493633,62.501,3.08,95.0,106.5,90140000.0,6630.32,62.4461697188905
1093,Andorra,2012,8.109942,72.46903911,63.275,3.37,124.0,139.3,92727000.0,6695.9,53.9932235376354
1094,Andorra,2013,9.7808,71.30421924,63.952,2.24,116.0,132.7,95386000.0,6768.0,49.8192499604123
1095,Andorra,2014,12.017394,72.96435215,64.535,2.37,114.0,128.6,98094000.0,6838.53,51.5027817870742
1096,Andorra,2015,12.693441,,65.037,1.77,101.0,117.2,100835000.0,7533.4,50.3892470224405
1097,Andorra,2016,14.432098,,65.475,1.64,114.0,123.2,103603000.0,7786.15,49.3967704864314
1098,Andorra,2017,15.593586,,,,131.0,141.8,106400000.0,8076.0,47.5586839408749
1099,Andorra,1999,0.775023,160.77657548,67.365,22.1,97.0,102.9,806000.0,167.07,81.2128514689977
1100,Andorra,2000,0.833579,197.70633721,67.553,20.21,89.0,98.7,811000.0,175.58,84.3992406257028
1101,Andorra,2001,1.045971,174.3041531,67.734,15.97,91.0,100.9,814000.0,180.84,47.3928095294773
1102,Andorra,2002,0.879452,193.42869723,67.91,12.5,131.0,157.4,815000.0,186.12,47.3018162586558
1103,Andorra,2003,1.036075,191.64305402,68.079,13.1,91.0,108.7,816000.0,195.16,47.5467672694514
1104,Andorra,2004,1.339983,222.67517491,68.243,9.71,102.0,123.5,818000.0,200.41,46.9375480832813
1105,Andorra,2005,1.081006,230.47418154,68.405,7.12,103.0,113.8,822000.0,210.78,46.9999452870735
1106,Andorra,2006,1.201373,255.53343104,68.569,6.64,84.0,98.4,828000.0,225.11,48.5559364606622
1107,Andorra,2007,1.14114,251.37151102,68.737,4.73,108.0,116.2,836000.0,241.55,49.1712267870564
1108,Andorra,2008,0.877758,252.13062485,68.909,3.36,101.0,114.0,845000.0,253.99,49.2521694845152
1109,Andorra,2009,0.77856,287.03170253,69.087,3.78,97.0,107.9,854000.0,257.81,47.9865975694684
1110,Andorra,2010,1.201245,294.21371269,69.267,3.36,119.0,128.5,860000.0,265.81,62.3622192713226
1111,Andorra,2011,1.067901,293.33712994,69.448,3.08,95.0,106.5,863000.0,283.97,63.4694952663379
1112,Andorra,2012,1.041075,309.72987717,69.625,3.37,124.0,139.3,865000.0,276.65,53.3629634526508
1113,Andorra,2013,1.31604,330.5986757,69.796,2.24,116.0,132.7,866000.0,274.14,52.505083344557
1114,Andorra,2014,1.622823,364.05091816,69.96,2.37,114.0,128.6,866000.0,280.1,52.5061392129962
1115,Andorra,2015,2.130403,,70.117,1.77,101.0,117.2,869000.0,287.16,49.2684017761809
1116,Andorra,2016,2.018767,,70.269,1.64,114.0,123.2,872000.0,281.58,47.9308625252767
1117,Andorra,2017,2.037087,,,,131.0,141.8,877000.0,286.22,49.5299021823185
1118,Andorra,1990,56.971874,,74.8131707317073,75.09,111.0,124.2,4996000.0,1855.89,49.5753169040846
1119,Andorra,1991,55.230404,,75.2275609756098,68.67,94.0,119.0,5019000.0,1815.72,49.300173809114
1120,Andorra,1992,54.285526,,75.4553658536585,66.03,105.0,114.3,5045000.0,1814.79,47.8444493598556
1121,Andorra,1993,56.352553,,75.7051219512195,58.9,104.0,112.6,5072000.0,1790.41,68.6273178369212
1122,Andorra,1994,61.716202,,76.3956097560976,37.77,73.0,92.3,5097000.0,1687.08,70.4278581590373
1123,Andorra,1995,58.145443,1480.08882908,76.409512195122,31.27,,,5119000.0,1693.27,8.3830044416508
1124,Andorra,1996,64.062409,1550.46608208,76.6934146341464,22.5,103.0,108.8,5137000.0,1667.23,8.15539447943364
1125,Andorra,1997,62.722992,1617.52676183,76.8785365853659,20.73,99.0,108.8,5152000.0,1663.45,8.01766096871137
1126,Andorra,1998,59.373256,1659.80548729,77.0907317073171,25.97,86.0,98.8,5164000.0,1642.23,7.90983790306408
1127,Andorra,1999,58.89477,1743.26398065,77.2912195121951,22.1,97.0,102.9,5176000.0,1613.45,7.82527527348149
1128,Andorra,2000,57.038247,1855.92763451,77.4658536585366,20.21,89.0,98.7,5188000.0,1580.95,7.7260583546279
1129,Andorra,2001,62.536206,1974.28142342,77.9658536585366,15.97,91.0,100.9,5200000.0,1543.48,7.66608373725697
1130,Andorra,2002,65.059792,2152.33183074,78.119512195122,12.5,131.0,157.4,5213000.0,1528.11,7.61280941906448
1131,Andorra,2003,72.657821,2258.10453799,78.3682926829268,13.1,91.0,108.7,5227000.0,1493.34,7.70742700952325
1132,Andorra,2004,68.960755,2456.82624375,78.7146341463415,9.71,102.0,123.5,5242000.0,1456.38,7.32842779375309
1133,Andorra,2005,57.042898,2593.50706668,78.8170731707317,7.12,103.0,113.8,5259000.0,1414.52,7.29839003951589
1134,Andorra,2006,68.384423,2784.69204552,79.2146341463415,6.64,84.0,98.4,5277000.0,1393.17,59.8454474831613
1135,Andorra,2007,66.760303,2932.89555683,79.2634146341464,4.73,108.0,116.2,5298000.0,1406.87,60.5891408655111
1136,Andorra,2008,58.609619,3189.34953303,79.5682926829268,3.36,101.0,114.0,5319000.0,1397.24,61.4908946165359
1137,Andorra,2009,55.924365,3297.29770023,79.719512195122,3.78,97.0,107.9,5342000.0,1389.21,65.6570876389961
1138,Andorra,2010,64.099451,3316.64056492,79.8707317073171,3.36,119.0,128.5,5366000.0,1380.37,64.6018315950291
1139,Andorra,2011,56.665652,3486.13666951,80.4707317073171,3.08,95.0,106.5,5390000.0,1370.5,63.8671307490373
1140,Andorra,2012,51.222147,3608.12012046,80.6268292682927,3.37,124.0,139.3,5415000.0,1234.02,66.0694036217288
1141,Andorra,2013,51.750959,3653.76711943,80.9756097560976,2.24,116.0,132.7,5439000.0,1161.55,68.9514434460922
1142,Andorra,2014,47.643863,3701.14112734,81.1804878048781,2.37,114.0,128.6,5461000.0,1175.41,71.6126212965
1143,Andorra,2015,44.113714,,81.4804878048781,1.77,101.0,117.2,5481000.0,1090.12,75.5828565142486
1144,Andorra,2016,47.227548,,81.7804878048781,1.64,114.0,123.2,5498000.0,1082.95,75.8007911566619
1145,Andorra,2017,44.673063,,,,131.0,141.8,5511000.0,1117.99,16.6194906041775
1146,Andorra,1990,400.983322,,76.6,75.09,111.0,124.2,56667000.0,22717.81,16.6508181808908
1147,Andorra,1991,426.500858,,76.8487804878049,68.67,94.0,119.0,56914000.0,22486.35,16.4752613040304
1148,Andorra,1992,415.70887,,77.1,66.03,105.0,114.3,57147000.0,22348.37,17.0992839620828
1149,Andorra,1993,394.972547,,77.3,58.9,104.0,112.6,57370000.0,22443.18,14.4877729548551
1150,Andorra,1994,390.8153,,77.6487804878049,37.77,73.0,92.3,57587000.0,22102.7,14.8301294292135
1151,Andorra,1995,397.455521,2102.33687667,77.7512195121951,31.27,,,57802000.0,22042.35,14.9313054047799
1152,Andorra,1996,413.197282,2162.51616018,77.9536585365854,22.5,103.0,108.8,58012000.0,22011.54,15.5572096394557
1153,Andorra,1997,406.187404,2227.025727,78.3048780487805,20.73,99.0,108.8,58221000.0,21730.55,15.2220900021072
1154,Andorra,1998,425.46497,2311.40352796,78.6048780487805,25.97,86.0,98.8,58444000.0,22202.26,16.6613288707119
1155,Andorra,1999,421.704995,2403.72746282,78.7560975609756,22.1,97.0,102.9,58704000.0,22032.56,16.7459821768331
1156,Andorra,2000,416.265916,2554.75461798,79.0560975609756,20.21,89.0,98.7,59015000.0,21320.45,49.4091310578211
1157,Andorra,2001,420.848089,2727.90838056,79.1585365853659,15.97,91.0,100.9,59384000.0,21276.47,47.230307638129
1158,Andorra,2002,415.838304,2931.23463618,79.2609756097561,12.5,131.0,157.4,59803000.0,21422.02,48.0228840882731
1159,Andorra,2003,422.641209,2947.41952613,79.1146341463415,13.1,91.0,108.7,60252000.0,21439.24,37.2048518180952
1160,Andorra,2004,423.630591,3079.13523266,80.1634146341463,9.71,102.0,123.5,60698000.0,20246.31,48.0989595376671
1161,Andorra,2005,426.779182,3240.66942948,80.1634146341463,7.12,103.0,113.8,61120000.0,20411.14,46.630548677291
1162,Andorra,2006,416.003756,3420.67411107,80.8121951219512,6.64,84.0,98.4,61509000.0,20240.47,45.3770949876673
1163,Andorra,2007,405.194391,3577.35634733,81.1121951219512,4.73,108.0,116.2,61869000.0,20242.89,44.7825928998233
1164,Andorra,2008,397.725072,3735.80177306,81.2146341463415,3.36,101.0,114.0,62209000.0,20606.59,43.6716966968798
1165,Andorra,2009,381.599113,3948.40228973,81.4146341463415,3.78,97.0,107.9,62543000.0,20978.31,48.6232879450423
1166,Andorra,2010,389.386269,4039.00624517,81.6634146341463,3.36,119.0,128.5,62880000.0,20911.15,48.9547664337527
1167,Andorra,2011,362.503895,4254.53310822,82.1146341463415,3.08,95.0,106.5,63222000.0,21035.45,51.4033522332422
1168,Andorra,2012,363.809078,4285.43859289,81.9682926829268,3.37,124.0,139.3,63564000.0,20468.6,50.1608733333472
1169,Andorra,2013,365.83122,4369.9330592,82.219512195122,2.24,116.0,132.7,63894000.0,20166.39,50.871167818015
1170,Andorra,2014,333.922145,4508.13456593,82.6707317073171,2.37,114.0,128.6,64194000.0,18798.75,54.9698794639027
1171,Andorra,2015,338.500674,,82.2731707317073,1.77,101.0,117.2,64453000.0,19589.38,90.6491008474058
1172,Andorra,2016,341.025656,,82.2731707317073,1.64,114.0,123.2,64668000.0,18859.48,83.9068440075166
1173,Andorra,2017,345.921253,,,,131.0,141.8,64843000.0,19174.22,78.5580788993075
1174,Andorra,1990,4.485399,,61.215,75.09,111.0,124.2,949000.0,254.65,66.2543324523201
1175,Andorra,1991,4.521966,,61.23,68.67,94.0,119.0,976000.0,267.02,58.860717575988
1176,Andorra,1992,4.917604,,61.152,66.03,105.0,114.3,1003000.0,278.88,72.2819989458538
1177,Andorra,1993,4.974836,,61.012,58.9,104.0,112.6,1030000.0,288.17,73.2587270455329
1178,Andorra,1994,4.374522,,60.832,37.77,73.0,92.3,1057000.0,301.67,10.7996083735465
1179,Andorra,1995,4.606261,498.49849548,60.619,31.27,,,1085000.0,314.31,10.2771207106166
1180,Andorra,1996,4.753702,499.88667108,60.372,22.5,103.0,108.8,1113000.0,332.96,9.83622411491871
1181,Andorra,1997,4.774216,463.77417405,60.095,20.73,99.0,108.8,1141000.0,344.64,9.27111004995111
1182,Andorra,1998,4.957287,667.67134397,59.804,25.97,86.0,98.8,1170000.0,355.49,9.30044063924125
1183,Andorra,1999,4.787014,499.64617622,59.527,22.1,97.0,102.9,1199000.0,362.87,9.33730814092703
1184,Andorra,2000,4.66987,401.76718251,59.302,20.21,89.0,98.7,1228000.0,370.67,9.57087197379984
1185,Andorra,2001,4.772972,458.42645881,59.171,15.97,91.0,100.9,1258000.0,389.83,9.61833448644813
1186,Andorra,2002,4.543985,452.36357859,59.154,12.5,131.0,157.4,1288000.0,394.7,9.70925889578814
1187,Andorra,2003,4.613179,498.73033772,59.266,13.1,91.0,108.7,1320000.0,406.1,9.18858692324441
1188,Andorra,2004,4.656753,472.22885122,59.512,9.71,102.0,123.5,1354000.0,413.84,9.16863321829827
1189,Andorra,2005,4.857851,419.24412257,59.89,7.12,103.0,113.8,1391000.0,416.32,
1190,Andorra,2006,4.142418,425.95637411,60.388,6.64,84.0,98.4,1430000.0,438.52,17.5398421025121
1191,Andorra,2007,4.089338,451.57857287,60.969,4.73,108.0,116.2,1473000.0,450.09,16.9216488662808
1192,Andorra,2008,4.162038,387.29100119,61.597,3.36,101.0,114.0,1519000.0,463.66,16.9764438799205
1193,Andorra,2009,4.23284,509.55117821,62.247,3.78,97.0,107.9,1569000.0,467.14,16.5352471600017
1194,Andorra,2010,4.782306,538.24044945,62.893,3.36,119.0,128.5,1624000.0,462.27,17.8597044316458
1195,Andorra,2011,4.930983,523.54050461,63.519,3.08,95.0,106.5,1685000.0,484.92,17.5847708850353
1196,Andorra,2012,5.033296,556.46077173,64.119,3.37,124.0,139.3,1750000.0,491.28,17.7682638510124
1197,Andorra,2013,5.268704,671.05866982,64.686,2.24,116.0,132.7,1817000.0,498.95,18.7087409979918
1198,Andorra,2014,5.312328,599.26416402,65.211,2.37,114.0,128.6,1884000.0,515.19,19.709243728783
1199,Andorra,2015,5.248869,,65.685,1.77,101.0,117.2,1948000.0,542.53,18.7610738636978
1200,Andorra,2016,5.298468,,66.105,1.64,114.0,123.2,2008000.0,556.89,18.6846113049764
1201,Andorra,2017,4.792897,,,,131.0,141.8,2065000.0,576.76,18.533357595715
1202,Andorra,1990,0.197856,,52.176,75.09,111.0,124.2,956000.0,113.76,16.8376377761091
1203,Andorra,1991,0.197856,,52.481,68.67,94.0,119.0,993000.0,117.51,15.4396806300776
1204,Andorra,1992,0.197856,,52.786,66.03,105.0,114.3,1027000.0,119.52,14.2240443814376
1205,Andorra,1993,0.208848,,53.11,58.9,104.0,112.6,1061000.0,120.82,14.6536578665528
1206,Andorra,1994,0.208848,,53.461,37.77,73.0,92.3,1094000.0,123.98,14.385448742126
1207,Andorra,1995,0.216176,34.38813252,53.844,31.27,,,1129000.0,126.14,14.5631732469449
1208,Andorra,1996,0.21984,35.97532187,54.254,22.5,103.0,108.8,1164000.0,130.88,16.6452604925089
1209,Andorra,1997,0.223504,34.53325196,54.676,20.73,99.0,108.8,1201000.0,134.14,17.9085633252217
1210,Andorra,1998,0.241824,39.87781005,55.097,25.97,86.0,98.8,1238000.0,137.0,15.6038312952635
1211,Andorra,1999,0.2748,42.18290657,55.513,22.1,97.0,102.9,1277000.0,141.37,15.4836045209836
1212,Andorra,2000,0.2748,44.80249427,55.924,20.21,89.0,98.7,1318000.0,145.63,20.7400472569603
1213,Andorra,2001,0.300448,48.25480324,56.329,15.97,91.0,100.9,1360000.0,152.23,20.546598435683
1214,Andorra,2002,0.300448,46.45717129,56.732,12.5,131.0,157.4,1404000.0,155.94,20.503239240424
1215,Andorra,2003,0.300448,55.15871756,57.132,13.1,91.0,108.7,1450000.0,156.99,19.9562743284997
1216,Andorra,2004,0.322432,60.5910616,57.527,9.71,102.0,123.5,1497000.0,161.75,13.6621400245854
1217,Andorra,2005,0.326096,68.45601367,57.914,7.12,103.0,113.8,1544000.0,165.97,14.393826480938
1218,Andorra,2006,0.351744,76.822309,58.289,6.64,84.0,98.4,1591000.0,172.8,15.6580612975447
1219,Andorra,2007,0.351744,82.56018586,58.648,4.73,108.0,116.2,1640000.0,179.3,17.0480050446306
1220,Andorra,2008,0.3664,88.93923707,58.991,3.36,101.0,114.0,1689000.0,182.66,16.7942916757453
1221,Andorra,2009,0.381056,90.87099111,59.316,3.78,97.0,107.9,1740000.0,187.95,15.1245440893185
1222,Andorra,2010,0.432352,93.24221061,59.622,3.36,119.0,128.5,1793000.0,195.43,15.0716359295396
1223,Andorra,2011,0.447008,95.6477194,59.911,3.08,95.0,106.5,1848000.0,197.4,12.7202955097588
1224,Andorra,2012,0.454336,97.87944087,60.187,3.37,124.0,139.3,1905000.0,213.02,12.5347442341485
1225,Andorra,2013,0.432352,106.82660992,60.452,2.24,116.0,132.7,1964000.0,215.75,12.4415005945857
1226,Andorra,2014,0.51296,118.42800642,60.707,2.37,114.0,128.6,2024000.0,225.01,13.2084308347861
1227,Andorra,2015,0.523952,,60.954,1.77,101.0,117.2,2086000.0,266.59,12.3396444976786
1228,Andorra,2016,0.53128,,61.193,1.64,114.0,123.2,2149000.0,252.09,11.7876930080107
1229,Andorra,2017,0.534944,,,,131.0,141.8,2214000.0,268.75,11.9739513571776
1230,Andorra,1990,27.629021,,70.268,75.09,111.0,124.2,5410000.0,2698.72,12.4013455765193
1231,Andorra,1991,21.470999,,70.22,68.67,94.0,119.0,5373000.0,2718.07,12.8827020372195
1232,Andorra,1992,15.276953,,70.196,66.03,105.0,114.3,5304000.0,2696.42,13.1488460536333
1233,Andorra,1993,9.916291,,70.222,58.9,104.0,112.6,5209000.0,2581.42,13.1583960092814
1234,Andorra,1994,6.069035,,70.307,37.77,73.0,92.3,5097000.0,2581.34,
1235,Andorra,1995,2.291409,121.81394775,70.462,31.27,,,4976000.0,2355.68,31.7789706973937
1236,Andorra,1996,4.055119,134.82326107,70.687,22.5,103.0,108.8,4847000.0,2230.1,30.4749112072282
1237,Andorra,1997,4.425144,163.91877485,70.966,20.73,99.0,108.8,4710000.0,2181.39,29.7520037213501
1238,Andorra,1998,4.938633,141.76840597,71.274,25.97,86.0,98.8,4575000.0,2150.28,29.10229760697
1239,Andorra,1999,4.309743,144.06720826,71.596,22.1,97.0,102.9,4457000.0,2127.68,36.0316052050573
1240,Andorra,2000,4.499409,167.45660594,71.907,20.21,89.0,98.7,4362000.0,2118.92,34.7771265914495
1241,Andorra,2001,3.733742,204.68035638,72.182,15.97,91.0,100.9,4297000.0,2162.01,34.6481122472211
1242,Andorra,2002,3.351384,247.59348657,72.408,12.5,131.0,157.4,4259000.0,2308.38,35.4586673149991
1243,Andorra,2003,3.735507,276.01011268,72.575,13.1,91.0,108.7,4239000.0,2343.64,37.0992708985718
1244,Andorra,2004,4.276238,305.26626868,72.682,9.71,102.0,123.5,4226000.0,2302.5,37.251466830772
1245,Andorra,2005,5.016999,351.91494629,72.73,7.12,103.0,113.8,4210000.0,2252.05,37.2142601688918
1246,Andorra,2006,6.096129,391.35248281,72.73,6.64,84.0,98.4,4190000.0,2267.11,20.3331216015964
1247,Andorra,2007,6.364776,443.50010478,72.704,4.73,108.0,116.2,4167000.0,2314.55,16.388654431939
1248,Andorra,2008,5.308236,514.44190161,72.673,3.36,101.0,114.0,4143000.0,2434.23,16.5764545701399
1249,Andorra,2009,6.134905,571.26260998,72.65,3.78,97.0,107.9,4119000.0,2545.92,15.0385197348119
1250,Andorra,2010,6.209092,612.69712539,72.649,3.36,119.0,128.5,4099000.0,2538.39,16.8805743108651
